id,ra,dec,gratings
aegis-2020002632,214.840363,52.824962,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002742,214.829679,52.820773,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002767,214.82374,52.816971,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002787,214.848687,52.835236,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002811,214.862164,52.84541,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002835,214.839214,52.829323,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002912,214.825792,52.82217,f170lp-g235h f290lp-g395h clear-prism
aegis-2020002967,214.822508,52.821482,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003005,214.841411,52.835866,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003014,214.824471,52.8247,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003073,214.824738,52.826237,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003119,214.858357,52.851285,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003139,214.829116,52.830163,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003216,214.826337,52.829316,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003242,214.863683,52.857903,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003275,214.82892,52.833242,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003304,214.855797,52.854673,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003317,214.8648,52.860506,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003326,214.865802,52.861867,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003342,214.855726,52.855314,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003389,214.851092,52.853319,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003424,214.859792,52.860636,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003493,214.861199,52.863489,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003494,214.846815,52.852487,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003509,214.844529,52.852028,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003601,214.84969,52.858182,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003634,214.850068,52.859533,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003688,214.839034,52.852083,f170lp-g235h f290lp-g395h clear-prism
aegis-2020003758,214.859409,52.869359,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004509,214.909402,52.808327,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004552,214.908842,52.812021,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004658,214.926842,52.835346,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004678,214.891929,52.81208,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004685,214.935977,52.844579,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004717,214.88553,52.81237,f170lp-g235h f290lp-g395h clear-prism
aegis-2020004733,214.896029,52.820589,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005006,214.894186,52.845241,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005049,214.907576,52.859563,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005064,214.852944,52.821627,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005156,214.836858,52.816589,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005205,214.84431,52.825213,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005210,214.850725,52.830301,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005238,214.834214,52.821147,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005308,214.835959,52.828241,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005349,214.824289,52.824027,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005589,214.847444,52.861367,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005626,214.847563,52.866566,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005887,214.923965,52.820068,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005892,214.92413,52.820868,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005924,214.897072,52.805558,f170lp-g235h f290lp-g395h clear-prism
aegis-2020005975,214.929872,52.836122,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006047,214.916155,52.836409,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006050,214.898667,52.82476,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006214,214.920827,52.855743,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006236,214.913276,52.851443,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006251,214.91462,52.852867,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006321,214.853005,52.813126,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006322,214.906639,52.851717,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006346,214.908789,52.854511,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006366,214.901769,52.851273,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006373,214.894101,52.846511,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006380,214.847143,52.813629,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006401,214.910238,52.860169,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006406,214.84848,52.816803,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006425,214.901436,52.856465,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006426,214.898804,52.852562,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006552,214.833654,52.818716,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006562,214.84595,52.828986,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006632,214.821954,52.817994,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006650,214.831473,52.825889,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006651,214.842774,52.83413,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006796,214.844229,52.850549,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006823,214.86509,52.867666,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006853,214.85259,52.861221,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006916,214.840323,52.856241,f170lp-g235h f290lp-g395h clear-prism
aegis-2020006946,214.842839,52.860036,f170lp-g235h f290lp-g395h clear-prism
aegis-2020007227,214.844574,52.849691,f170lp-g235h f290lp-g395h clear-prism
aegis-2020007493,214.921143,52.817929,f170lp-g235h f290lp-g395h clear-prism
aegis-2020007536,214.856659,52.862886,f170lp-g235h f290lp-g395h clear-prism
aegis-2020007552,214.862488,52.865502,f170lp-g235h f290lp-g395h clear-prism
aegis-2020007667,214.853577,52.825742,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008022,214.901306,52.842733,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008149,214.908066,52.807042,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008189,214.892075,52.846177,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008402,214.920395,52.817445,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008613,214.901047,52.815858,f170lp-g235h f290lp-g395h clear-prism
aegis-2020008652,214.921259,52.84573,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000689,214.839765,52.772774,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000811,214.833878,52.773286,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000906,214.830545,52.774948,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000937,214.836615,52.780371,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000962,214.841124,52.784065,f170lp-g235h f290lp-g395h clear-prism
aegis-2021000982,214.841997,52.78562,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001024,214.838121,52.783595,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001025,214.820533,52.771671,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001033,214.819388,52.770965,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001080,214.824822,52.776501,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001089,214.828746,52.779711,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001097,214.817315,52.771807,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001177,214.813657,52.771255,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001180,214.822917,52.778358,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001181,214.831604,52.785049,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001189,214.839896,52.791171,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001241,214.810786,52.771559,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001255,214.825783,52.781029,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001275,214.833353,52.788157,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001286,214.821794,52.781129,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001303,214.834168,52.789589,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001372,214.830355,52.789388,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001439,214.826804,52.788721,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001505,214.819799,52.785667,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001508,214.823333,52.788414,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001551,214.818431,52.786173,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001636,214.811758,52.783706,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001695,214.817465,52.789064,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001734,214.814323,52.787745,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001796,214.813257,52.788893,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001815,214.806644,52.783783,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001905,214.783385,52.770677,f170lp-g235h f290lp-g395h clear-prism
aegis-2021001921,214.838315,52.81032,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002003,214.840161,52.810845,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002071,214.83905,52.814517,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002161,214.826715,52.808412,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002245,214.777754,52.77601,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002283,214.776898,52.776363,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002334,214.836283,52.82041,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002388,214.764757,52.770235,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002390,214.840363,52.824962,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002434,214.837228,52.824349,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002438,214.76551,52.773314,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002442,214.821158,52.812471,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002450,214.815507,52.808938,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002479,214.775196,52.781341,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002493,214.816666,52.811376,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002496,214.829679,52.820773,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002513,214.831599,52.822058,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002542,214.774261,52.782177,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002582,214.770128,52.780204,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002586,214.83887,52.829621,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002587,214.834892,52.822483,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002608,214.809976,52.80973,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002691,214.760162,52.776615,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002716,214.812146,52.814392,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002727,214.811322,52.81356,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002728,214.807771,52.811209,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002746,214.804448,52.809841,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002750,214.813058,52.816183,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002751,214.768645,52.784137,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002800,214.749209,52.771841,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002825,214.819788,52.822171,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002866,214.758967,52.780931,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002921,214.814941,52.822269,f170lp-g235h f290lp-g395h clear-prism
aegis-2021002988,214.75672,52.782509,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003024,214.813721,52.822759,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003099,214.809704,52.82424,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003100,214.815703,52.827576,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003218,214.80806,52.826881,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003234,214.774845,52.803573,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003310,214.77322,52.804831,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003368,214.803592,52.828088,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003375,214.805471,52.829383,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003589,214.777155,52.814118,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003600,214.76208,52.80709,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003624,214.767347,52.81161,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003738,214.768142,52.816546,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003768,214.751025,52.80447,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003776,214.753966,52.806988,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003795,214.782794,52.827703,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003796,214.752047,52.805785,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003831,214.781273,52.828574,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003841,214.780348,52.828273,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003846,214.75596,52.810757,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003856,214.772009,52.823244,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003858,214.779198,52.804776,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003890,214.75685,52.813369,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003895,214.74775,52.807574,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003912,214.773941,52.827029,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003916,214.77734,52.829368,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003939,214.778296,52.829222,f170lp-g235h f290lp-g395h clear-prism
aegis-2021003963,214.76554,52.823515,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004010,214.748902,52.812702,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004049,214.762331,52.825091,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004074,214.759894,52.824693,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004084,214.764349,52.829076,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004115,214.750689,52.821022,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004127,214.769067,52.803237,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004155,214.747422,52.823682,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004157,214.752874,52.826523,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004434,214.834682,52.772871,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004464,214.835855,52.777838,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004572,214.809741,52.770482,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004696,214.805875,52.778908,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004724,214.809913,52.78545,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004801,214.83197,52.808754,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004904,214.825449,52.81498,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004912,214.818092,52.810523,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004976,214.755344,52.771059,f170lp-g235h f290lp-g395h clear-prism
aegis-2021004991,214.761028,52.777241,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005013,214.823465,52.823388,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005023,214.762034,52.780096,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005041,214.763199,52.782727,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005068,214.7579,52.781281,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005092,214.820782,52.82886,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005114,214.804821,52.820753,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005147,214.806785,52.825694,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005216,214.784868,52.818394,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005225,214.779805,52.815868,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005292,214.758002,52.808136,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005308,214.772993,52.82082,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005361,214.770704,52.826478,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005720,214.814659,52.77158,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005961,214.784647,52.773314,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005966,214.780501,52.7719,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005988,214.779276,52.772737,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006040,214.824081,52.808525,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006059,214.785177,52.782383,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006083,214.77243,52.776054,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006096,214.833655,52.821059,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006106,214.781702,52.78465,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006134,214.819159,52.813288,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006182,214.754343,52.771912,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006214,214.80625,52.81275,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006242,214.825641,52.828859,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006317,214.781246,52.805248,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006361,214.776617,52.80637,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006394,214.772079,52.805705,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006452,214.76502,52.806319,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006471,214.76357,52.806578,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006475,214.766438,52.808862,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006497,214.760238,52.806472,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006634,214.81737,52.82975,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006718,214.749512,52.823766,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006728,214.770233,52.809575,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006828,214.814652,52.808026,f170lp-g235h f290lp-g395h clear-prism
aegis-2021007799,214.816391,52.789018,f170lp-g235h f290lp-g395h clear-prism
aegis-2021007883,214.759568,52.8033,f170lp-g235h f290lp-g395h clear-prism
aegis-2021008021,214.829238,52.80843,f170lp-g235h f290lp-g395h clear-prism
aegis-2021008037,214.75012,52.778066,f170lp-g235h f290lp-g395h clear-prism
