id,ra,dec,z_ALT,n_lines_detected,zspec
65931,3.5724927,-30.3424582,1.837704,1,
65999,3.5629105,-30.3418504,4.417199,1,
66070,3.5834111,-30.3418463,3.782674,1,
66116,3.5687008,-30.341891,3.999452,1,
66178,3.5680613,-30.3434212,4.299687,1,
66302,3.5847922,-30.3422007,4.304488,1,
66314,3.5847165,-30.3422602,4.30504,1,
66381,3.5947641,-30.3424288,2.502634,1,
66461,3.546882,-30.3416091,6.698818,1,
66466,3.5483957,-30.3422767,6.030561,1,
66522,3.5720183,-30.3424977,4.473653,1,
66543,3.5847585,-30.3436286,4.462572,1,
66565,3.5990112,-30.3414785,3.781033,1,
66585,3.5939946,-30.3426025,5.521235,1,
66620,3.5880757,-30.3428021,1.754125,1,
66652,3.5859611,-30.3429243,2.385293,3,2.385293
66683,3.5741518,-30.3429271,4.471158,1,
66692,3.5579875,-30.3429482,4.489172,1,
66695,3.5579848,-30.3430735,4.479552,1,
66762,3.5435836,-30.3427478,6.697738,1,
66782,3.548091,-30.3423342,4.419001,1,
66838,3.5839798,-30.343309,4.303611,1,
66852,3.5840223,-30.3434082,6.185137,1,
66861,3.5975446,-30.3432337,4.8012,1,
66890,3.5837995,-30.3432456,4.311178,1,
66893,3.5630945,-30.3432886,4.750461,1,
66943,3.5619204,-30.343453,2.658358,4,2.658358
66951,3.5838433,-30.3433126,4.304369,1,
66954,3.5954043,-30.342844,0.497478,1,
66970,3.5768331,-30.3433664,4.464043,1,
67036,3.5551008,-30.3435519,4.086437,1,
67115,3.5852479,-30.3434791,4.461098,1,
67152,3.5854928,-30.3435658,4.461649,1,
67156,3.5326283,-30.3437636,0.927325,1,
67199,3.5846717,-30.3438319,4.463359,1,
67257,3.5752026,-30.3437417,2.099206,1,
67276,3.5606851,-30.3438196,3.95747,1,
67313,3.5817039,-30.3439122,4.455828,1,
67319,3.5820762,-30.3441124,5.329377,1,
67321,3.5939862,-30.3436133,0.892931,1,
67347,3.5821001,-30.3440236,0.693062,1,
67371,3.5820185,-30.3440349,5.340297,1,
67407,3.5822381,-30.344117,4.454539,1,
67421,3.5465768,-30.3441606,0.947979,1,
67475,3.5569254,-30.3441903,4.309415,2,4.309415
67495,3.553678,-30.3441332,5.783695,1,
67540,3.5819248,-30.3439831,5.348855,1,
67559,3.5568377,-30.3444997,4.301304,1,
67588,3.5307151,-30.3444562,4.695859,1,
67635,3.5911625,-30.3444198,1.110725,1,
67674,3.5852254,-30.3457021,3.054402,1,
67678,3.568312,-30.3454241,2.108881,1,
67704,3.5571661,-30.3455521,2.545124,1,
67780,3.5665145,-30.3360143,3.949662,1,
67818,3.5802808,-30.3449419,1.705477,1,
67825,3.5462714,-30.3452923,0.688297,1,
67857,3.5455805,-30.3450484,1.10343,1,
67957,3.5659204,-30.345705,1.032126,1,
67991,3.5526456,-30.3438405,2.582882,3,2.582882
67999,3.5695513,-30.3451622,4.75131,1,
68132,3.5593724,-30.3453726,4.412351,1,
68169,3.5572116,-30.3455576,2.547034,1,
68251,3.5864424,-30.3456041,3.898557,1,
68283,3.5396648,-30.3456719,4.023674,1,
68344,3.5817292,-30.3458726,3.974369,1,
68486,3.5968135,-30.3463447,4.307448,1,
68497,3.5569981,-30.3442659,4.29577,2,4.29577
68561,3.5360496,-30.3462148,2.544537,3,2.544537
68564,3.5595406,-30.347232,2.6561,2,2.6561
68572,3.5573558,-30.3461825,3.778766,1,
68630,3.558942,-30.3468608,2.557576,2,2.557576
68639,3.593071,-30.3463554,5.658964,1,
68701,3.59753,-30.3463839,2.502353,1,
68716,3.5449025,-30.3469153,0.725548,1,
68721,3.5449115,-30.3475144,0.717515,1,
68726,3.5414935,-30.3466002,0.751744,1,
68734,3.5686744,-30.3458912,0.778043,1,
68739,3.5931625,-30.3464758,5.643774,1,
68740,3.5819611,-30.3460873,3.978849,1,
68758,3.5441875,-30.3463645,6.007343,1,
68792,3.5609191,-30.3469145,4.268052,2,4.268052
68800,3.5988219,-30.3452898,2.324144,1,
68804,3.5668308,-30.3470958,0.827994,1,
68836,3.5447694,-30.3472416,0.725894,1,
68837,3.5615155,-30.3465191,0.908122,1,
68842,3.583973,-30.3462784,4.453484,1,
68849,3.5978961,-30.3467125,2.5028,4,2.5028
68869,3.5971802,-30.3466723,2.504822,2,2.504822
68875,3.552261,-30.3463937,2.670359,4,2.670359
68885,3.5352444,-30.3470288,0.950998,1,
68921,3.5204528,-30.346678,6.764623,1,
68927,3.5607764,-30.3467991,4.269705,1,
68931,3.589448,-30.3467665,3.213049,1,
68991,3.5608797,-30.3468205,4.271816,1,
68992,3.5290295,-30.3478369,0.939182,1,
69025,3.530661,-30.3470427,2.656554,1,
69040,3.5544238,-30.3476264,0.834536,1,
69063,3.5736694,-30.3467168,6.219727,2,6.219727
69087,3.5452483,-30.3470755,2.488962,1,
69090,3.5298644,-30.3477595,5.92957,1,
69136,3.5806507,-30.3476909,2.645076,3,2.645076
69162,3.564447,-30.3472526,4.456628,1,
69184,3.5546331,-30.347391,0.83528,1,
69248,3.546807,-30.3472396,4.183323,1,
69275,3.5969275,-30.344292,1.013744,2,1.013744
69290,3.5944418,-30.3474461,1.045336,1,
69303,3.5896773,-30.3477207,1.523103,1,
69330,3.563033,-30.3473667,6.779472,1,
69376,3.5995023,-30.3471196,0.893231,1,
69399,3.5568686,-30.3453783,6.035215,1,
69436,3.5507475,-30.3475501,3.996309,1,
69459,3.5648492,-30.3476298,4.299785,1,
69563,3.5609664,-30.3466599,4.278107,1,
69572,3.5434075,-30.3479846,0.775549,1,
69586,3.5381773,-30.3470022,2.654624,3,2.654624
69613,3.5555027,-30.3476785,1.797639,1,
69617,3.5963706,-30.3483148,0.28976,1,
69639,3.5761059,-30.3479861,6.723653,3,6.723653
69647,3.5666028,-30.346892,0.83514,1,
69687,3.5759382,-30.3480276,6.725972,1,
69688,3.5694372,-30.3482307,4.306919,1,
69719,3.5743611,-30.3477742,4.304133,1,
69738,3.531372,-30.3480916,6.029391,1,
69825,3.5231723,-30.3488945,4.355681,1,
69940,3.5386244,-30.3489578,4.965097,1,
69998,3.6008708,-30.3485587,4.692143,1,
70054,3.5504769,-30.3471385,3.996121,1,
70068,3.6007741,-30.3485805,4.701535,1,
70085,3.583505,-30.3483621,3.975167,1,
70091,3.5510248,-30.3486408,3.996198,1,
70109,3.5584948,-30.347845,2.560552,2,2.560552
70176,3.5575821,-30.3489507,2.411014,2,2.411014
70397,3.5872255,-30.3495008,4.453476,2,4.453476
70447,3.562027,-30.3468767,3.960907,1,
70668,3.552643,-30.3499824,5.604,1,
70784,3.5775716,-30.3487335,0.844185,2,0.844185
70811,3.5476697,-30.3493325,4.238306,2,4.238306
70883,3.5875646,-30.3497025,4.448041,1,
70897,3.5446538,-30.3499347,4.240182,1,
70927,3.5303458,-30.3501086,5.983254,2,5.983254
70999,3.5900747,-30.349943,1.92177,2,1.92177
71049,3.5487602,-30.350128,3.773005,1,
71074,3.5319714,-30.3504455,0.925838,2,0.925838
71096,3.5463132,-30.3501282,5.581203,1,
71189,3.5706711,-30.3496571,1.647811,1,
71286,3.5259882,-30.3506615,1.104422,1,
71396,3.5951433,-30.3506146,3.874213,1,
71416,3.5874467,-30.349652,4.453822,1,
71618,3.5358344,-30.3510968,5.926236,2,5.926236
71625,3.5963107,-30.353164,2.342613,3,2.342613
71652,3.5558763,-30.3513994,6.40947,1,
71692,3.5577931,-30.350929,4.513348,1,
71694,3.557134,-30.351139,4.860987,1,
71702,3.5193903,-30.3511513,5.025889,1,
71772,3.5261202,-30.3513126,5.919954,1,
71784,3.5903078,-30.3515748,1.920764,2,1.920764
71787,3.5886115,-30.3512281,4.027721,1,
71811,3.565581,-30.3512047,6.77669,2,6.77669
71861,3.5541484,-30.3518654,0.308068,1,
71949,3.5194186,-30.3515713,4.686691,1,
71954,3.596093,-30.348208,0.292262,1,
71962,3.5719316,-30.351683,4.304789,3,4.304789
71966,3.5641877,-30.349852,4.299572,1,
71988,3.5810173,-30.351628,4.743285,1,
72025,3.5818642,-30.3517866,2.242719,3,2.242719
72054,3.587642,-30.3519835,2.992212,2,2.992212
72066,3.5543307,-30.3515787,4.23142,1,
72112,3.5942618,-30.3516466,5.660374,1,
72130,3.5700241,-30.3525499,1.105215,1,
72144,3.5696929,-30.3522668,1.10473,1,
72185,3.5518384,-30.3520708,2.980342,1,
72207,3.5965503,-30.348209,0.293719,1,
72228,3.5370681,-30.3517827,0.303512,1,
72295,3.5580419,-30.3522063,3.881816,1,
72297,3.547677,-30.3521285,2.494325,2,2.494325
72309,3.5553843,-30.3521846,5.684445,1,
72324,3.5605117,-30.3512077,4.295463,1,
72358,3.5456527,-30.3509272,4.270123,1,
72463,3.5331489,-30.3524805,5.924523,1,
72525,3.5430354,-30.3525846,3.889267,1,
72533,3.5510781,-30.3520089,2.491952,4,2.491952
72559,3.5729876,-30.3548274,3.964627,1,
72579,3.5318999,-30.3524656,4.394216,1,
72629,3.546409,-30.3534597,2.497414,2,2.497414
72653,3.5910386,-30.3531544,0.872532,2,0.872532
72659,3.58729,-30.352717,4.494749,1,
72664,3.5920186,-30.3529235,2.383866,2,2.383866
72801,3.5482515,-30.3532922,2.493025,4,2.493025
72835,3.5491521,-30.3522474,2.489539,1,
72869,3.5714324,-30.3530359,4.737308,1,
73002,3.5903945,-30.3533723,4.473598,1,
73028,3.5682707,-30.3529725,0.46275,2,0.46275
73039,3.5316584,-30.3534939,5.281337,1,
73043,3.5703425,-30.3535935,3.892089,1,
73059,3.6023815,-30.3536284,1.009712,1,
73060,3.5698688,-30.3523851,1.111827,1,
73099,3.5537068,-30.3536227,2.410531,4,2.410531
73104,3.533995,-30.3533068,6.76676,1,
73113,3.5471179,-30.3537209,2.494814,2,2.494814
73129,3.5702675,-30.3535386,3.899123,1,
73156,3.5803715,-30.3544521,0.743886,2,0.743886
73189,3.5895444,-30.3537324,6.771648,2,6.771648
73190,3.5635007,-30.3537271,4.854381,1,
73218,3.5594798,-30.3536678,5.621441,1,
73300,3.5490949,-30.354691,1.646633,1,
73337,3.5699325,-30.3539521,0.413632,1,
73370,3.51987,-30.3541315,5.923237,1,
73413,3.5704544,-30.3536867,3.899728,1,
73479,3.5627414,-30.3541144,4.019126,1,
73525,3.5296742,-30.3544309,5.916306,1,
73616,3.5294091,-30.3544856,6.021844,1,
73618,3.5862778,-30.3543532,3.964954,1,
73665,3.5631461,-30.3546765,3.964295,1,
73688,3.5896412,-30.354643,5.711135,1,
73689,3.5574383,-30.3546344,3.776225,1,
73758,3.5986078,-30.3547774,2.323742,4,2.323742
73804,3.5426551,-30.3546302,4.47779,1,
73873,3.5938514,-30.3548329,4.3401,1,
73906,3.5332277,-30.3554467,6.681271,1,
73924,3.5476241,-30.3559007,2.186962,2,2.186962
73998,3.562557,-30.3552619,0.856846,1,
73999,3.5974154,-30.3550234,6.248446,2,6.248446
74003,3.5229696,-30.3551862,4.036571,1,
74049,3.5668522,-30.3539238,4.194916,1,
74138,3.5962495,-30.3550266,4.784622,1,
74178,3.5897583,-30.355301,3.962703,1,
74189,3.5894646,-30.3536865,6.773035,2,6.773035
74227,3.6069651,-30.355338,3.952392,1,
74237,3.555209,-30.3557655,3.962402,1,
74266,3.5938389,-30.3564624,0.708069,1,
74296,3.5534948,-30.3555813,4.364777,1,
74367,3.5938489,-30.3566278,0.707133,1,
74410,3.5546982,-30.3554526,3.961969,1,
74446,3.5472416,-30.3564117,2.188321,3,2.188321
74481,3.5924112,-30.3564445,2.996675,1,
74482,3.5926045,-30.3561394,2.384241,2,2.384241
74485,3.601798,-30.3558711,2.384826,2,2.384826
74486,3.5474535,-30.3560202,2.186993,3,2.186993
74496,3.5266289,-30.3560007,4.246265,1,
74501,3.5687231,-30.3561986,3.896681,1,
74516,3.5318335,-30.3560653,2.432983,1,
74579,3.5308254,-30.3559264,4.870292,1,
74673,3.5698166,-30.3563617,3.899736,1,
74680,3.5698009,-30.3564249,3.898728,1,
74742,3.5286108,-30.3564488,6.204137,1,
74798,3.5738109,-30.3568577,2.49457,2,2.49457
74986,3.6056229,-30.3568213,2.384139,1,
75051,3.5670272,-30.3564542,0.689457,1,
75095,3.566927,-30.3568992,0.689272,1,
75210,3.5616843,-30.3572417,0.777314,1,
75306,3.5207744,-30.357226,4.241626,1,
75350,3.5440389,-30.3573126,6.1235,1,
75431,3.5507722,-30.3576556,3.893706,1,
75456,3.6078377,-30.3576191,2.704249,2,2.704249
75570,3.5425665,-30.3576448,6.680381,1,
75641,3.5854203,-30.3580945,2.662009,1,
75643,3.5854577,-30.3581754,2.650466,1,
75694,3.5842047,-30.3577642,6.907468,1,
75722,3.5583965,-30.3559397,4.296604,1,
75731,3.5299722,-30.3581586,4.962696,1,
75734,3.5528857,-30.3589743,2.186679,1,
75753,3.5300081,-30.3580127,4.966444,1,
75773,3.5525991,-30.3587129,3.96377,1,
75775,3.5524517,-30.3587501,3.962947,1,
75788,3.5530849,-30.3583844,1.10417,1,
75789,3.5854407,-30.3582549,2.655071,2,2.655071
75796,3.5593004,-30.3582098,2.187962,2,2.187962
75805,3.553088,-30.3581653,1.105175,1,
75858,3.5524241,-30.3591505,3.960154,1,
75912,3.5222818,-30.3583586,5.025987,1,
75925,3.526043,-30.3581296,3.995064,1,
75975,3.5548839,-30.3581568,4.702541,1,
76003,3.5883447,-30.3583228,1.989872,2,1.989872
76012,3.5562944,-30.3584437,2.858427,1,
76037,3.5328224,-30.3587793,2.496875,4,2.496875
76041,3.532536,-30.3588824,2.49755,3,2.49755
76061,3.5305978,-30.3588095,2.493502,1,
76072,3.5477848,-30.3583096,4.797935,1,
76080,3.5304945,-30.3588654,2.492229,3,2.492229
76161,3.5242034,-30.3587013,4.688165,1,
76233,3.5241528,-30.3587739,4.684511,1,
76261,3.5322925,-30.3588758,2.49833,4,2.49833
76306,3.5597281,-30.3587575,5.796587,1,
76343,3.5557676,-30.3583647,1.854308,1,
76345,3.5623698,-30.3588093,0.675761,1,
76359,3.5868922,-30.3588923,3.963566,1,
76443,3.5909046,-30.3590932,2.32619,1,
76485,3.52026,-30.3592201,5.029864,1,
76494,3.5204794,-30.359184,5.02107,1,
76511,3.5203996,-30.3592123,5.025708,1,
76544,3.5204346,-30.3593773,5.02186,1,
76568,3.6079927,-30.359199,4.795003,1,
76592,3.5204122,-30.3593079,5.027821,1,
76621,3.6091338,-30.359217,4.710181,1,
76637,3.608194,-30.359323,4.796513,1,
76718,3.5589259,-30.3596667,4.263616,1,
76727,3.5512368,-30.3593878,3.997972,1,
76740,3.5564853,-30.3595811,6.721832,1,
76772,3.5928754,-30.3594606,3.896374,1,
76785,3.52368,-30.3591863,2.387277,2,2.387277
76792,3.6029162,-30.3596113,2.682275,2,2.682275
76815,3.5871559,-30.3597792,3.897314,1,
76816,3.513374,-30.3595243,4.312652,1,
76857,3.5588985,-30.3595521,4.269308,1,
76862,3.5573372,-30.3595669,5.926369,3,5.926369
76893,3.6000582,-30.3597258,4.4556,1,
76901,3.5571745,-30.359611,5.924912,2,5.924912
76934,3.5338819,-30.3597734,6.383431,1,
76982,3.6097548,-30.3603275,2.382317,2,2.382317
76997,3.59497,-30.3598451,3.963808,1,
77021,3.6080219,-30.3593817,4.792999,1,
77040,3.6022087,-30.3599972,3.893749,1,
77104,3.5603785,-30.3600074,4.037578,1,
77112,3.5428743,-30.3589789,3.961436,1,
77188,3.5925406,-30.3602926,3.96244,1,
77223,3.5291734,-30.3604906,1.608789,1,
77236,3.5884046,-30.360629,4.271424,2,4.271424
77239,3.5882497,-30.3604451,4.271325,1,
77266,3.5828335,-30.3602971,6.766292,1,
77349,3.6003328,-30.3606868,6.249601,3,6.249601
77350,3.5948069,-30.3604062,6.361824,3,6.361824
77396,3.5965597,-30.3604784,5.66293,2,5.66293
77399,3.5965103,-30.3605751,3.964552,1,
77447,3.5141689,-30.3605732,5.826168,1,
77541,3.5295027,-30.3611497,1.809285,1,
77546,3.548136,-30.3620234,1.856151,1,
77557,3.5211649,-30.3606629,1.529444,1,
77580,3.5924099,-30.3608112,3.894195,1,
77582,3.5452915,-30.3609201,4.740394,1,
77708,3.5488089,-30.3610072,1.821364,1,
77728,3.5528704,-30.3611712,2.309653,3,2.309653
77814,3.5431014,-30.3605339,2.010323,2,2.010323
77865,3.5566872,-30.3614052,2.740607,2,2.740607
77894,3.6099846,-30.3619519,3.895815,1,
77985,3.5997191,-30.3605337,2.30828,1,
77986,3.5725592,-30.3613306,6.389227,1,
78083,3.546704,-30.3614618,3.930582,1,
78092,3.5716483,-30.3614857,4.415482,1,
78242,3.558478,-30.3619142,4.270509,1,
78263,3.6022832,-30.3618887,5.99275,1,
78302,3.5228256,-30.360829,2.653117,2,2.653117
78311,3.5362664,-30.3603707,1.888388,2,1.888388
78337,3.6076466,-30.3618476,4.79837,1,
78358,3.5937556,-30.3618226,4.797528,1,
78377,3.5270975,-30.3612193,2.502002,3,2.502002
78411,3.590222,-30.3623048,1.010245,1,
78500,3.5839291,-30.3621169,6.768683,3,6.768683
78552,3.5531497,-30.3622788,2.312101,1,
78581,3.5531121,-30.3623715,2.308627,1,
78590,3.58193,-30.3623551,2.181647,1,
78592,3.5465188,-30.3610607,2.009036,2,2.009036
78597,3.5256822,-30.363374,5.030525,1,
78602,3.5236532,-30.3643663,2.58517,3,2.58517
78606,3.5365122,-30.3652557,4.522366,1,
78609,3.5259412,-30.3625419,0.688642,2,0.688642
78610,3.5243143,-30.3643382,0.889505,1,
78618,3.5240034,-30.3642509,2.58458,3,2.58458
78621,3.5251811,-30.3627046,2.500353,1,
78680,3.5238755,-30.3644682,2.58355,1,
78717,3.5997499,-30.3623123,3.893223,1,
78719,3.588938,-30.3627696,2.495589,1,
78752,3.5943556,-30.3623695,5.660371,3,5.660371
78773,3.5589349,-30.3624283,4.269737,1,
78777,3.5789836,-30.3625982,6.251606,3,6.251606
78828,3.6067585,-30.362484,1.853093,2,1.853093
78833,3.55498,-30.3631887,5.775848,1,
78836,3.6052207,-30.3628414,2.330089,2,2.330089
78862,3.5418942,-30.3624398,3.980637,1,
78868,3.5889503,-30.363034,2.492946,3,2.492946
78943,3.5450868,-30.3627554,4.331727,2,4.331727
78990,3.5364272,-30.3626845,4.481054,1,
79026,3.5961286,-30.3632164,1.34903,1,
79106,3.5439023,-30.3631832,3.969989,1,
79125,3.543923,-30.3631097,3.974584,1,
79155,3.5931627,-30.36353,4.700831,1,
79156,3.5132086,-30.3638793,3.890377,1,
79211,3.5899001,-30.3629938,6.110933,1,
79227,3.5539555,-30.3628625,5.772656,1,
79263,3.5943726,-30.362593,5.664455,2,5.664455
79294,3.5947162,-30.3632397,5.042678,1,
79304,3.5830285,-30.3636191,1.612543,1,
79314,3.594686,-30.3632943,5.041822,1,
79323,3.6053704,-30.3631472,4.797617,1,
79362,3.605608,-30.3626756,1.00476,1,
79397,3.5917688,-30.3638049,1.337684,1,
79425,3.5240303,-30.364708,2.567499,2,2.567499
79428,3.5919255,-30.3630644,6.247902,1,
79452,3.5759559,-30.3654525,5.612459,1,
79471,3.580722,-30.3639399,2.242282,2,2.242282
79553,3.5540976,-30.3636233,5.77491,1,
79638,3.6052561,-30.3636749,4.233704,1,
79667,3.5809604,-30.3639398,2.242423,1,
79760,3.6108777,-30.3637375,4.330037,1,
79781,3.5487845,-30.3642046,6.238441,2,6.238441
79846,3.5161258,-30.3643891,4.094747,1,
79973,3.5733046,-30.3641218,4.312398,1,
79993,3.5997481,-30.3644648,1.006345,1,
80037,3.6021629,-30.3644363,3.898474,1,
80057,3.5301622,-30.3649776,2.499459,3,2.499459
80076,3.5297848,-30.3647827,2.488529,1,
80084,3.5296804,-30.3650187,2.499451,4,2.499451
80091,3.5296541,-30.3648357,2.503402,4,2.503402
80108,3.6002597,-30.3642874,5.665068,1,
80179,3.5441695,-30.3630024,3.966496,1,
80333,3.6130958,-30.3646216,5.521912,3,5.521912
80347,3.546546,-30.3650297,0.95996,3,0.95996
80439,3.5211177,-30.3650022,5.98312,1,
80494,3.6071796,-30.3648124,6.35089,2,6.35089
80618,3.5211786,-30.3650325,5.971941,1,
80621,3.5758265,-30.365316,5.619266,2,5.619266
80671,3.5997773,-30.3651458,2.677874,2,2.677874
